Date,Open,High,Low,Close,Adj Close,Volume
2014-12-09,89.959999,91.269997,89.790001,91.250000,82.371346,3364900
2014-12-10,91.139999,91.330002,90.070000,90.110001,81.342278,4549600
2014-12-11,90.290001,91.750000,90.199997,90.930000,82.082489,4068000
2014-12-12,90.470001,91.849998,89.919998,89.940002,81.188812,4312700
2014-12-15,90.959999,91.529999,89.309998,89.870003,81.125641,6389600
2014-12-16,91.220001,94.610001,91.029999,92.309998,83.328209,10159000
2014-12-17,92.820000,94.750000,92.699997,94.169998,85.007256,6906500
2014-12-18,95.070000,95.529999,94.139999,95.519997,86.225883,5929400
2014-12-19,96.320000,96.730003,95.349998,95.699997,86.388367,9799900
2014-12-22,95.809998,97.110001,95.760002,97.110001,87.661186,4196500
2014-12-23,97.650002,98.139999,96.870003,97.870003,88.347229,4417500
2014-12-24,97.900002,98.480003,97.730003,97.889999,88.365273,2590300
2014-12-26,98.599998,98.620003,97.919998,98.250000,88.690262,2279200
2014-12-29,97.820000,98.489998,97.209999,97.550003,88.058365,3142500
2014-12-30,97.150002,97.940002,97.059998,97.529999,88.040306,2640000
2014-12-31,97.779999,97.870003,96.199997,96.309998,86.939011,3406100
2015-01-02,96.519997,96.870003,94.379997,95.099998,85.846756,5124200
2015-01-05,94.589996,94.889999,93.870003,94.160004,84.998199,5887900
2015-01-06,94.629997,95.300003,93.680000,94.230003,85.061409,5538700
2015-01-07,94.910004,95.980003,94.620003,95.930000,86.595993,5792700
2015-01-08,96.870003,98.000000,96.839996,97.970001,88.437500,6530700
2015-01-09,97.690002,98.330002,96.919998,97.919998,88.392372,4456700
2015-01-12,97.480003,98.120003,97.029999,97.199997,87.742424,5102600
2015-01-13,98.129997,99.080002,96.550003,97.239998,87.778534,4069500
2015-01-14,97.000000,97.489998,96.320000,97.330002,87.859787,4704500
2015-01-15,97.720001,98.050003,97.010002,97.169998,87.715340,3784800
2015-01-16,96.809998,98.889999,96.720001,98.739998,89.132576,4748900
2015-01-20,99.089996,99.410004,97.389999,98.370003,89.114464,4612000
2015-01-21,98.889999,99.510002,98.209999,99.500000,90.138138,5088500
2015-01-22,99.930000,100.669998,99.449997,100.279999,90.844757,5184300
2015-01-23,100.440002,101.339996,100.010002,100.620003,91.152763,4595500
2015-01-26,100.330002,101.070000,100.070000,101.010002,91.506065,2858900
2015-01-27,100.059998,101.309998,99.809998,100.820000,91.333931,3916900
2015-01-28,101.269997,101.589996,99.459999,99.599998,90.228729,4844100
2015-01-29,99.449997,100.169998,99.209999,100.110001,90.690750,4900800
2015-01-30,99.180000,99.860001,98.040001,98.160004,88.924217,6161100
2015-02-02,98.339996,99.220001,97.059998,99.110001,89.784828,4415500
2015-02-03,99.570000,100.169998,98.849998,100.129997,90.708862,4297300
2015-02-04,100.019997,101.139999,99.739998,100.459999,91.007805,5714000
2015-02-05,100.550003,100.959999,99.849998,100.760002,91.279587,3464300
2015-02-06,100.980003,101.449997,100.169998,100.610001,91.143723,4575500
2015-02-09,100.610001,100.769997,99.050003,99.559998,90.192497,5458600
2015-02-10,101.239998,101.879997,98.360001,101.680000,92.113029,9777600
2015-02-11,101.550003,103.290001,101.550003,102.589996,92.937416,6922400
2015-02-12,103.019997,103.150002,101.559998,103.000000,93.308823,5279700
2015-02-13,102.849998,103.129997,102.230003,102.629997,92.973633,4125600
2015-02-17,102.220001,103.559998,101.790001,103.550003,93.807098,5328400
2015-02-18,103.349998,104.169998,103.019997,104.099998,94.305328,3855500
2015-02-19,104.070000,104.260002,102.449997,102.620003,92.964592,3578400
2015-02-20,102.360001,102.720001,101.870003,102.699997,93.037064,4313300
2015-02-23,102.750000,103.660004,102.500000,103.260002,93.544365,3619600
2015-02-24,103.489998,103.550003,102.720001,103.360001,93.634964,3423900
2015-02-25,103.169998,104.089996,103.040001,103.440002,93.707428,3655500
2015-02-26,103.500000,104.480003,103.470001,104.169998,94.368752,3497000
2015-02-27,103.750000,104.519997,103.610001,103.870003,94.096970,3808900
2015-03-02,104.099998,104.839996,104.010002,104.190002,94.386848,3189300
2015-03-03,104.169998,104.379997,102.959999,103.449997,93.716476,4044500
2015-03-04,103.059998,103.449997,102.769997,103.080002,93.381287,3079500
2015-03-05,103.500000,103.550003,102.680000,103.360001,93.634964,3619100
2015-03-06,102.430000,102.690002,101.550003,101.900002,92.312325,4639800
2015-03-09,102.089996,102.760002,101.790001,102.500000,92.855873,4217200
2015-03-10,101.589996,102.339996,101.500000,101.529999,91.977127,3941600
2015-03-11,101.930000,102.150002,101.510002,101.559998,92.004311,3319900
2015-03-12,101.980003,103.169998,101.870003,102.959999,93.272583,3731900
2015-03-13,103.110001,103.919998,102.739998,103.260002,93.544365,4855000
2015-03-16,103.660004,104.519997,103.510002,104.389999,94.568047,4873900
2015-03-17,103.949997,104.040001,103.019997,103.019997,93.326942,4613600
2015-03-18,102.769997,103.849998,101.760002,103.489998,93.752724,6065800
2015-03-19,103.580002,103.730003,103.120003,103.339996,93.616829,3383500
2015-03-20,104.000000,104.690002,103.489998,103.860001,94.087921,9136400
2015-03-23,104.050003,105.349998,103.949997,104.559998,94.722054,4167000
2015-03-24,104.629997,105.459999,104.370003,104.489998,94.658615,3532700
2015-03-25,104.919998,104.930000,102.709999,102.730003,93.064255,4073600
2015-03-26,102.459999,102.889999,101.779999,101.989998,92.393852,4265300
2015-03-27,101.970001,102.949997,101.910004,102.500000,92.855873,4515100
2015-03-30,102.389999,104.099998,101.959999,103.830002,94.060730,3978600
2015-03-31,103.820000,104.300003,103.139999,103.209999,93.499077,3779400
2015-04-01,102.660004,102.730003,101.300003,102.260002,92.638443,4591200
2015-04-02,101.730003,103.269997,101.720001,102.709999,93.046120,3041400
2015-04-06,102.099998,103.949997,102.029999,103.430000,93.698380,3209900
2015-04-07,103.389999,104.449997,103.099998,103.129997,93.426598,2923100
2015-04-08,103.250000,103.879997,102.750000,102.930000,93.245422,3307100
2015-04-09,103.040001,103.290001,101.839996,102.370003,92.738106,5609500
2015-04-10,102.559998,102.800003,102.019997,102.540001,92.892113,3606400
2015-04-13,102.470001,103.160004,102.000000,102.139999,92.529747,6436900
2015-04-14,102.230003,102.760002,101.379997,102.110001,92.502571,4658000
2015-04-15,102.250000,102.510002,101.570000,101.730003,92.158325,4363500
2015-04-16,101.779999,101.919998,101.019997,101.169998,91.651009,4077700
2015-04-17,100.589996,100.720001,99.250000,100.389999,90.944397,6579200
2015-04-20,100.809998,101.459999,100.519997,101.279999,91.750656,4559100
2015-04-21,101.500000,101.919998,101.120003,101.410004,91.868439,5004400
2015-04-22,101.400002,101.669998,100.290001,101.230003,92.022972,5561800
2015-04-23,100.900002,101.230003,100.279999,100.879997,91.704803,4120600
2015-04-24,100.940002,101.849998,100.760002,101.580002,92.341141,5418800
2015-04-27,102.000000,102.529999,101.190002,101.220001,92.013885,5425500
2015-04-28,101.199997,102.110001,100.739998,101.970001,92.695679,4087700
2015-04-29,101.669998,101.949997,100.190002,100.669998,91.513893,6140400
2015-04-30,100.419998,101.050003,99.010002,99.290001,90.259415,7990100
2015-05-01,100.930000,101.180000,97.870003,100.459999,91.323006,6699100
2015-05-04,100.570000,101.320000,100.010002,100.160004,91.050308,3318800
2015-05-05,100.110001,100.269997,98.190002,98.739998,89.759453,4556500
2015-05-06,98.820000,99.150002,98.230003,98.870003,89.877617,3648400
2015-05-07,98.970001,99.540001,98.500000,99.360001,90.323044,3822900
2015-05-08,99.849998,101.099998,99.849998,100.660004,91.504814,4350700
2015-05-11,100.510002,101.309998,100.339996,100.489998,91.350281,3129000
2015-05-12,100.019997,100.760002,99.769997,100.239998,91.123016,4019500
2015-05-13,100.459999,100.739998,99.470001,99.809998,90.732124,3913200
2015-05-14,100.400002,102.000000,100.320000,101.959999,92.686569,4289400
2015-05-15,102.059998,102.139999,101.389999,102.070000,92.786568,3788700
2015-05-18,101.779999,102.809998,101.699997,102.440002,93.122902,2599700
2015-05-19,102.650002,102.879997,101.949997,102.320000,93.013824,2969500
2015-05-20,102.320000,102.320000,101.239998,101.269997,92.059334,3800400
2015-05-21,101.269997,104.930000,101.099998,103.690002,94.259224,7691600
2015-05-22,103.900002,104.419998,103.370003,103.949997,94.495583,3671400
2015-05-26,103.970001,104.320000,102.529999,102.849998,93.495628,3692500
2015-05-27,103.110001,103.860001,103.040001,103.480003,94.068336,3537700
2015-05-28,103.519997,103.720001,102.400002,103.190002,93.804710,2599900
2015-05-29,103.150002,103.209999,101.820000,102.379997,93.068375,4819700
2015-06-01,102.900002,103.059998,102.089996,102.510002,93.186546,3292000
2015-06-02,102.050003,102.250000,101.199997,101.830002,92.568405,2990000
2015-06-03,102.400002,102.599998,101.790001,101.910004,92.641121,2780300
2015-06-04,101.199997,101.959999,100.279999,100.870003,91.695717,3896100
2015-06-05,100.620003,100.760002,99.809998,99.949997,90.859375,3536400
2015-06-08,99.820000,99.989998,99.169998,99.410004,90.368492,3145500
2015-06-09,99.410004,100.449997,99.139999,99.980003,90.886658,3299700
2015-06-10,100.500000,102.379997,100.400002,102.129997,92.841110,3909200
2015-06-11,102.519997,103.370003,102.360001,102.629997,93.295639,3361300
2015-06-12,102.260002,102.820000,101.680000,102.220001,92.922928,2930900
2015-06-15,102.870003,103.349998,101.860001,102.580002,93.250191,5501500
2015-06-16,102.610001,103.279999,102.279999,103.169998,93.786522,4010100
2015-06-17,103.620003,104.160004,103.190002,103.820000,94.377411,3101900
2015-06-18,104.070000,106.000000,104.040001,105.059998,95.504639,4827100
2015-06-19,105.470001,106.080002,104.779999,105.470001,95.877342,5664400
2015-06-22,105.930000,106.500000,105.720001,106.139999,96.486404,3515700
2015-06-23,106.440002,106.680000,105.809998,106.470001,96.786392,3787300
2015-06-24,106.199997,106.879997,104.980003,105.330002,95.750061,4655100
2015-06-25,105.510002,106.110001,104.370003,105.010002,95.459167,5300400
2015-06-26,105.360001,105.879997,104.820000,105.839996,96.213676,15550100
2015-06-29,104.980003,105.820000,104.760002,104.809998,95.277367,4671900
2015-06-30,105.440002,105.699997,104.730003,104.879997,95.340973,4251300
2015-07-01,105.750000,105.879997,104.860001,105.709999,96.095490,3909500
2015-07-02,105.830002,106.220001,105.360001,105.550003,95.950058,2509700
2015-07-06,103.879997,105.769997,103.629997,104.809998,95.277367,4041100
2015-07-07,105.099998,106.430000,104.070000,106.379997,96.704567,4782300
2015-07-08,105.370003,105.930000,104.180000,104.190002,94.713753,4825900
2015-07-09,106.010002,106.389999,105.589996,105.699997,96.086418,5564500
2015-07-10,106.849998,107.750000,106.639999,107.440002,97.668159,4486600
2015-07-13,108.500000,109.160004,107.820000,109.160004,99.231735,3720100
2015-07-14,109.199997,109.959999,108.800003,109.820000,99.831680,3756800
2015-07-15,109.529999,110.260002,109.209999,109.900002,99.904427,4286800
2015-07-16,110.430000,110.699997,110.040001,110.540001,100.486206,2937300
2015-07-17,110.540001,110.540001,109.489998,110.139999,100.122574,3004400
2015-07-20,110.139999,111.150002,109.639999,110.980003,100.886185,2579300
2015-07-21,110.699997,110.940002,109.570000,110.059998,100.366386,2561400
2015-07-22,110.110001,111.070000,110.010002,110.980003,101.205360,3130300
2015-07-23,111.250000,111.639999,109.989998,110.190002,100.484947,2957600
2015-07-24,110.500000,111.269997,109.900002,110.489998,100.758530,3255600
2015-07-27,109.690002,110.040001,108.760002,109.769997,100.101936,3979300
2015-07-28,110.320000,111.910004,110.059998,111.639999,101.807243,4085500
2015-07-29,111.669998,113.650002,111.650002,113.449997,103.457825,4685500
2015-07-30,112.690002,113.150002,112.250000,112.940002,102.992737,3920700
2015-07-31,113.349998,113.500000,112.449997,112.470001,102.564148,4730100
2015-08-03,113.169998,113.580002,112.050003,112.820000,102.883301,4774600
2015-08-04,110.739998,111.300003,106.559998,109.959999,100.275200,9542400
2015-08-05,110.500000,111.559998,110.269997,111.199997,101.405991,4307500
2015-08-06,111.410004,111.750000,108.089996,108.120003,98.597260,6783300
2015-08-07,108.120003,108.279999,107.139999,107.739998,98.250732,4548000
2015-08-10,108.660004,109.349998,108.279999,108.620003,99.053230,3335700
2015-08-11,108.070000,109.180000,107.430000,108.080002,98.560791,2866500
2015-08-12,107.589996,108.500000,106.760002,108.320000,98.779640,3913800
2015-08-13,108.779999,108.870003,107.330002,107.669998,98.186905,3565200
2015-08-14,107.769997,108.110001,107.320000,107.669998,98.186905,2087000
2015-08-17,107.070000,108.820000,106.989998,108.739998,99.162651,3405500
2015-08-18,108.339996,108.849998,107.900002,108.459999,98.907318,3032900
2015-08-19,108.070000,108.250000,106.599998,106.760002,97.357040,4685800
2015-08-20,106.400002,107.550003,106.019997,106.019997,96.682236,4754800
2015-08-21,104.989998,105.230003,101.050003,102.209999,93.207779,8199200
2015-08-24,96.290001,104.209999,81.370003,100.209999,91.383934,13610400
2015-08-25,104.139999,104.410004,99.930000,100.000000,91.192436,8518200
2015-08-26,103.379997,103.540001,100.839996,102.870003,93.809669,8957800
2015-08-27,104.430000,105.540001,103.050003,105.199997,95.934456,6216200
2015-08-28,105.389999,105.470001,103.379997,104.180000,95.004288,5082700
2015-08-31,104.330002,104.349998,102.040001,102.400002,93.381065,4957800
2015-09-01,100.639999,101.389999,99.800003,100.269997,91.438652,6787400
2015-09-02,101.480003,102.059998,99.860001,101.110001,92.204674,5809500
2015-09-03,101.809998,102.830002,101.190002,101.589996,92.642395,3963300
2015-09-04,100.239998,100.860001,99.629997,100.120003,91.301880,4361500
2015-09-08,101.970001,102.190002,100.669998,102.139999,93.143959,4641800
2015-09-09,103.139999,103.589996,100.010002,100.230003,91.402176,3816400
2015-09-10,99.980003,101.699997,99.580002,100.800003,91.921959,4151000
2015-09-11,100.570000,101.540001,100.209999,101.519997,92.578560,3381000
2015-09-14,101.540001,101.690002,100.019997,100.160004,91.338364,3614100
2015-09-15,100.800003,102.089996,100.110001,101.599998,92.651512,3521100
2015-09-16,101.570000,101.989998,100.750000,101.540001,92.596786,3471600
2015-09-17,101.580002,102.629997,100.370003,101.339996,92.414413,4437500
2015-09-18,99.709999,100.919998,98.820000,99.029999,90.307861,8845500
2015-09-21,99.769997,101.089996,99.500000,100.910004,92.022285,3889100
2015-09-22,99.690002,100.250000,99.169998,100.029999,91.219795,3546700
2015-09-23,100.129997,100.879997,99.459999,100.629997,91.766945,4033600
2015-09-24,99.500000,100.489998,98.599998,99.169998,90.435532,4894800
2015-09-25,99.790001,99.860001,98.230003,98.610001,89.924858,4938400
2015-09-28,98.300003,98.449997,96.019997,96.349998,87.863907,5897000
2015-09-29,96.349998,97.320000,94.540001,95.120003,86.742256,6944200
2015-09-30,96.330002,96.889999,95.580002,96.480003,87.982468,5732600
2015-10-01,96.489998,97.099998,95.029999,96.910004,88.374588,6385200
2015-10-02,95.580002,99.000000,95.519997,98.959999,90.244041,5549000
2015-10-05,99.860001,102.250000,99.760002,101.970001,92.988945,6942400
2015-10-06,102.099998,102.150002,99.639999,99.820000,91.028297,4985500
2015-10-07,100.570000,101.370003,99.980003,101.010002,92.113472,4393200
2015-10-08,101.010002,102.500000,100.500000,102.169998,93.171326,5140000
2015-10-09,102.010002,102.519997,101.519997,102.000000,93.016304,4410300
2015-10-12,102.199997,103.519997,102.019997,103.070000,93.992043,3443300
2015-10-13,102.820000,103.779999,101.800003,102.050003,93.061882,4123700
2015-10-14,102.199997,102.720001,100.019997,100.449997,91.602798,4186000
2015-10-15,100.989998,102.489998,100.250000,102.410004,93.390175,3729400
2015-10-16,103.000000,103.820000,102.290001,103.379997,94.274734,3844200
2015-10-19,102.879997,103.589996,102.500000,103.510002,94.393311,3129900
2015-10-20,103.330002,104.400002,103.160004,103.599998,94.795906,4545600
2015-10-21,103.970001,104.570000,102.889999,103.290001,94.512238,3670900
2015-10-22,104.019997,104.519997,103.290001,104.290001,95.427269,6172200
2015-10-23,104.970001,104.970001,102.580002,103.949997,95.116158,5838800
2015-10-26,103.989998,104.339996,103.029999,103.470001,94.676941,4986400
2015-10-27,103.220001,106.000000,103.050003,105.290001,96.342278,6893700
2015-10-28,105.120003,105.489998,102.519997,103.809998,94.988060,6465800
2015-10-29,104.320000,104.739998,103.559998,103.800003,94.978889,6784400
2015-10-30,103.800003,103.800003,96.400002,98.779999,90.385506,23729900
2015-11-02,99.449997,100.379997,98.199997,100.379997,91.849556,7290500
2015-11-03,99.650002,100.360001,99.220001,99.889999,91.401192,4303500
2015-11-04,100.419998,101.080002,98.360001,99.570000,91.108383,7580100
2015-11-05,99.800003,100.339996,98.889999,99.540001,91.080925,4105000
2015-11-06,99.160004,99.589996,98.279999,98.699997,90.312294,4166700
2015-11-09,98.269997,98.349998,96.989998,97.989998,89.662643,4013600
2015-11-10,97.910004,98.290001,97.580002,97.839996,89.525398,4400100
2015-11-11,98.000000,98.110001,94.639999,94.849998,86.789497,7996700
2015-11-12,94.209999,94.599998,92.760002,93.120003,85.206520,8111500
2015-11-13,92.550003,92.870003,91.470001,91.809998,84.007828,7508600
2015-11-16,91.870003,93.639999,91.820000,93.620003,85.664017,5355600
2015-11-17,93.750000,94.949997,93.220001,93.790001,85.819580,4705700
2015-11-18,93.849998,95.360001,93.809998,95.190002,87.100609,4932000
2015-11-19,95.199997,95.389999,92.129997,92.489998,84.630043,6399000
2015-11-20,93.120003,93.190002,91.790001,91.930000,84.117630,6925000
2015-11-23,91.940002,92.110001,90.099998,91.559998,83.779083,5968000
2015-11-24,91.190002,92.580002,90.830002,92.250000,84.410431,4474400
2015-11-25,92.519997,94.449997,92.480003,93.900002,85.920219,5013800
2015-11-27,94.190002,95.050003,94.010002,94.629997,86.588196,2688000
2015-11-30,94.559998,95.959999,94.000000,94.089996,86.094070,5722100
2015-12-01,94.669998,95.570000,94.129997,95.449997,87.338493,6695600
2015-12-02,94.949997,95.550003,94.400002,94.500000,86.469231,5505500
2015-12-03,94.620003,95.190002,92.639999,92.849998,84.959450,6014000
2015-12-04,93.279999,95.660004,93.190002,95.459999,87.347641,5170800
2015-12-07,95.800003,96.489998,95.489998,96.339996,88.152863,5330400
2015-12-08,95.860001,96.400002,94.910004,95.660004,87.530678,4645000
2015-12-09,94.980003,96.449997,94.110001,94.980003,86.908440,5400100
2015-12-10,94.910004,95.550003,94.419998,94.739998,86.688835,3508500
2015-12-11,94.739998,94.739998,92.540001,93.239998,85.316315,6095900
2015-12-14,93.419998,94.230003,92.370003,94.110001,86.112389,5802300
2015-12-15,94.970001,95.449997,92.489998,92.589996,84.721542,8631500
2015-12-16,94.150002,97.809998,93.459999,97.559998,89.269203,10374000
2015-12-17,97.220001,97.379997,94.709999,94.709999,86.661385,6977600
2015-12-18,94.099998,95.500000,93.529999,94.860001,86.798637,9128500
2015-12-21,95.269997,96.330002,95.050003,95.949997,87.796005,3689800
2015-12-22,96.830002,98.559998,96.320000,98.269997,89.918854,6226100
2015-12-23,98.610001,99.089996,98.070000,98.510002,90.138451,3796500
2015-12-24,98.449997,99.260002,98.309998,98.860001,90.458710,1793000
